PUBLICATION_DATE,UID,SITE_ID,UNIQUE_ID,AG_ECO3,AG_ECO3_NM,AG_ECO9,AG_ECO9_NM,AREA_CAT6,AREA_HA,BORD_LAKE,CNTYNAME,COMID,DES_FTYPE,ELEVATION,EPA_REG,EVAL_CAT,FCODE,FED_NONFED,FEOW_ID,FRAME07,FRAME12,FRAME17,FRAME17_ID,FRAME17_IDs,FRAME22_ID,FS_EW,FTYPE,GNIS_ID,GNIS_NAME,HUC2,HUC2_NM,HUC8,HUC8_NM,LAKE_ORGN,LAT_DD83,LON_DD83,MAJ_BAS_NM,MAJ_BASIN,MIS_BAS_NM,MIS_BASIN,MISS_BASIN,NA_L1CODE,NA_L1NAME,NA_L2CODE,NA_L2NAME,NARS_NAME,NES_ID,NES_SITE,OWN_NARS,PERIM_KM,PERM_ID,PSTL_CODE,REACHCODE,SOURCE,STATE_PCT,STATECTY,STATES,TNT_CAT,URBN_NLA07,URBN_NLA17,URBN_NLA22,US_L3CODE,US_L3NAME,US_L4CODE,US_L4NAME,XCOORD,YCOORD,FRAME22,PANEL_USE,PROB_CAT,STRATUM,WGT_CAT_NR,WGT_DSGN,WGT_TP_EXT_NLA,WGT_CAT_NR_NLA,WGT_TP_CORE_NLA,WGT_TP_NES,WGT_CAT_NES,STUDY,DATE_COL,SITESAMP,VISIT_NO,INDEX_LAT_DD,INDEX_LON_DD,INDEX_SITE_DEPTH
8/13/2024,0,NLA22_UT-10023,NLA_UT-10354,WMTNS,West,XER,Xeric,"(4,10]",7.063472,Not_Border,Washington,10022278,Lake/Pond: Hydrographic Category = Perennial,1289,Region_08,Not_Lake,39004,Non-Federal,129,Exclude,Exclude,Include2017,352526,352526,669212,Not_USFS,LakePond,None,None,H15,Lower Colorado,H15010008,Upper Virgin,,37.11726,-113.2635,Lower Colorado Region,H15,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,None,,N,Non Federal,1.350583247,,UT,R15010008001800,NLA2012Frame Only,100,F49053,UT,NonTarget,Non-Urban,Urban,Urban,20,Colorado Plateaus,20h,Sand Deserts,-1511229.378,94750.95575,Excluded,NLA22_17Over,"(4,10]",UT,"UT_(1,4]",86.84998369,11.51219512,"UT_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_UT-10024,NLA_UT-10355,WMTNS,West,XER,Xeric,"(1,4]",3.346600244,Not_Border,Davis,10272596,Lake/Pond: Hydrographic Category = Perennial,1286,Region_08,Lake_Shallow,39004,Non-Federal,127,Exclude,Exclude,Include2017,355152,355152,557707,Not_USFS,LakePond,None,None,H16,Great Basin,H16020102,Lower Weber,,41.06047,-112.0913,Great Basin Region,H16,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,None,,N,Non Federal,1.140087627,60588694,UT,R16020102004855,NHDPlusHR,,F49011,UT,NonTarget,Urban,Urban,Urban,13,Central Basin and Range,13g,Wetlands,-1335173.879,512284.1775,Include,NLA22_17Over,"(4,10]",UT,"UT_(1,4]",86.84998369,11.51219512,"UT_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_UT-10025,NLA_UT-10356,WMTNS,West,WMT,Western Mountains,"(1,4]",3.178787802,Not_Border,Duchesne,11975115,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,2695,Region_08,Non_Target,39009,Federal,130,Exclude,Exclude,Include2017,350399,350399,550768,West,LakePond,1438480,Bear Lake,H14,Upper Colorado,H14060003,Duchesne,NATURAL,40.55109,-110.6373,Upper Colorado Region,H14,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,Bear Lake,,N,USFS,0.707620172,58227962,UT,R14060003004623,NHDPlusHR,100,F49013,UT,NonTarget,Non-Urban,Non-Urban,Non-Urban,19,Wasatch and Uinta Mountains,19c,Mid-Elevation Uinta Mountains,-1224283.624,436400.5805,Include,NLA22_17Over,"(4,10]",UT,"UT_(1,4]",140.3253074,11.51219512,"UT_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_UT-10026,NLA_UT-10357,WMTNS,West,WMT,Western Mountains,"(1,4]",3.860940106,Not_Border,Duchesne,11974577,Lake/Pond: Hydrographic Category = Perennial,3599,Region_08,Non_Target,39004,Federal,130,Exclude,Exclude,Include2017,350505,350505,551577,West,LakePond,None,None,H14,Upper Colorado,H14060003,Duchesne,NATURAL,40.81408,-110.2977,Upper Colorado Region,H14,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,None,,N,USFS,0.8254959,58223910,UT,R14060003004323,NHDPlusHR,100,F49013,UT,NonTarget,Non-Urban,Non-Urban,Non-Urban,19,Wasatch and Uinta Mountains,19a,Alpine Zone,-1191681.423,461198.3704,Include,NLA22_17Over,"(4,10]",UT,"UT_(1,4]",140.3253074,11.51219512,"UT_(1,4]",0,0,,NLA,,,,,,
8/13/2024,2021729,NLA22_UT-10027,NLA_UT-10358,WMTNS,West,WMT,Western Mountains,"(4,10]",8.457388357,Not_Border,Wayne,4900285,Lake/Pond: Hydrographic Category = Perennial,3177,Region_08,Target_Sampled,39004,Federal,130,Exclude,Exclude,Include2017,351071,351071,551717,West,LakePond,1447680,Donkey Reservoir,H14,Upper Colorado,H14070003,Fremont,NATURAL,38.20258,-111.4929,Upper Colorado Region,H14,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,DONKEY RESERVOIR,,N,USFS,1.780926813,79207655,UT,R14070003000764,NHDPlusHR,100,F49055,UT,Target,Non-Urban,Non-Urban,Non-Urban,19,Wasatch and Uinta Mountains,19e,High Plateaus,-1337946.086,188046.8104,Include,NLA22_17Over,"(10,20]",UT,"UT_(10,20]",118.4835746,6.851851852,"UT_(10,20]",13.7037037,0,,NLA,9/13/2022,YES,1,38.20226,-111.49405,5.5
8/13/2024,0,NLA22_UT-10028,NLA_UT-10359,WMTNS,West,XER,Xeric,"(4,10]",5.864262626,Not_Border,Box Elder,4603514,Lake/Pond: Hydrographic Category = Perennial,1300,Region_08,Target_Denied,39004,Non-Federal,127,Exclude,Exclude,Include2017,354941,354941,557073,Not_USFS,LakePond,None,None,H16,Great Basin,H16010204,Lower Bear-Malad,NATURAL,41.58532,-112.1954,Great Basin Region,H16,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,None,,N,Non Federal,1.36184784,54537575,UT,R16010204001598,NHDPlusHR,100,F49003,UT,Target,Urban,Urban,Urban,13,Central Basin and Range,13i,Malad and Cache Valleys,-1333763.926,571652.9523,Include,NLA22_17Over,"(4,10]",UT,"UT_(1,4]",86.84998369,11.51219512,"UT_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_UT-10029,NLA_UT-10360,WMTNS,West,WMT,Western Mountains,"(10,20]",18.49079315,Not_Border,Duchesne,11974957,Lake/Pond: Hydrographic Category = Perennial,3135,Region_08,Non_Target,39004,Federal,130,Exclude,Exclude,Include2017,350809,350809,550742,West,LakePond,1431301,Pinto Lake,H14,Upper Colorado,H14060003,Duchesne,NATURAL,40.66091,-110.8087,Upper Colorado Region,H14,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,Pinto Lake,,N,USFS,2.608546155,58225796,UT,R14060003004491,NHDPlusHR,100,F49013,UT,NonTarget,Non-Urban,Non-Urban,Non-Urban,19,Wasatch and Uinta Mountains,19b,Uinta Subalpine Forests,-1236595.194,450773.0686,Include,NLA22_17Over,"(20,50]",UT,"UT_(20,50]",390.6601785,14.11111111,"UT_(20,50]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_UT-10030,NLA_UT-10361,WMTNS,West,WMT,Western Mountains,"(1,4]",2.855284417,Not_Border,Uintah,1392161,Lake/Pond: Hydrographic Category = Perennial,3434,Region_08,Target_Inacc,39004,Federal,130,Exclude,Exclude,Include2017,350619,350619,551118,West,LakePond,1440315,Deadman Lake,H14,Upper Colorado,H14060010,Lower Green-Diamond,NATURAL,40.77222,-109.9114,Upper Colorado Region,H14,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,Deadman Lake,,N,USFS,0.719914852,40035367,UT,R14060010004121,NHDPlusHR,100,F49047,UT,Target,Non-Urban,Non-Urban,Non-Urban,19,Wasatch and Uinta Mountains,19a,Alpine Zone,-1160401.519,451781.4214,Include,NLA22_17Over,"(1,4]",UT,"UT_(1,4]",226.3847354,31.77777778,"UT_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_UT-10031,NLA_UT-10362,WMTNS,West,XER,Xeric,"(1,4]",1.210746469,Not_Border,Beaver,78955105,Lake/Pond: Hydrographic Category = Perennial,1522,Region_08,Not_Lake,39004,Non-Federal,127,Excluded,Excluded,Include2017,397358,397358,558757,Not_USFS,LakePond,None,None,H16,Great Basin,H16030007,Beaver Bottoms-Upper Beaver,,38.43369,-113.0001,Great Basin Region,H16,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,None,,N,Non Federal,1.26045846,78955105,UT,R16030007003598,NHDPlusHR,100,F49001,UT,NonTarget,Non-Urban,Non-Urban,Non-Urban,13,Central Basin and Range,13b,Shadscale-Dominated Saline Basins,-1462167.801,235779.2139,Include,NLA22_17Over,"(1,4]",UT,"UT_(1,4]",399.0209334,31.77777778,"UT_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_UT-10032,NLA_UT-10363,WMTNS,West,XER,Xeric,"(1,4]",1.03298554,Not_Border,Utah,83613875,Lake/Pond: Hydrographic Category = Perennial,1385,Region_08,Target_Denied,39004,Non-Federal,127,Excluded,Excluded,Include2017,456965,456965,557602,Not_USFS,LakePond,None,None,H16,Great Basin,H16020202,Spanish Fork,MAN_MADE,40.06179,-111.6746,Great Basin Region,H16,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,None,,N,Non Federal,0.398352553,83613875,UT,R16020202002606,NHDPlusHR,100,F49049,UT,Target,Urban,Urban,Urban,13,Central Basin and Range,13f,Moist Wasatch Front Footslopes,-1319283.185,396161.9478,Include,NLA22_17Over,"(1,4]",UT,"UT_(1,4]",399.0209334,31.77777778,"UT_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_UT-10033,NLA_UT-10364,WMTNS,West,WMT,Western Mountains,"(1,4]",1.115907242,Not_Border,Summit,46871273,Lake/Pond: Hydrographic Category = Perennial,2640,Region_08,Not_Lake,39004,Non-Federal,127,Excluded,Excluded,Include2017,449853,449853,557091,Not_USFS,LakePond,None,None,H16,Great Basin,H16010101,Upper Bear,,40.96939,-110.909,Great Basin Region,H16,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,None,,N,Non Federal,0.382818777,46871273,UT,R16010101008872,NHDPlusHR,100,F49043,UT,NonTarget,Non-Urban,Non-Urban,Non-Urban,19,Wasatch and Uinta Mountains,19c,Mid-Elevation Uinta Mountains,-1239504.57,486204.9971,Include,NLA22_17Over,"(1,4]",UT,"UT_(1,4]",451.0786524,31.77777778,"UT_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_UT-10034,NLA_UT-10365,WMTNS,West,XER,Xeric,"(1,4]",1.660120077,Not_Border,Cache,4562908,Lake/Pond: Hydrographic Category = Perennial,1348,Region_08,Target_Denied,39004,Non-Federal,127,Exclude,Exclude,Include2017,354885,354885,556527,Not_USFS,LakePond,None,None,H16,Great Basin,H16010202,Middle Bear,NATURAL,41.85766,-111.8925,Great Basin Region,H16,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,None,,N,Non Federal,1.08574253,40843063,UT,R16010202001504,NHDPlusHR,100,F49005,UT,Target,Urban,Urban,Urban,13,Central Basin and Range,13i,Malad and Cache Valleys,-1303981.476,597490.2081,Include,NLA22_17Over,"(1,4]",UT,"UT_(1,4]",179.0978085,31.77777778,"UT_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_UT-10035,NLA_UT-10366,WMTNS,West,XER,Xeric,"(4,10]",7.534594445,Not_Border,Box Elder,4603588,Lake/Pond: Hydrographic Category = Perennial,1286,Region_08,Lake_Shallow,39004,Non-Federal,127,Exclude,Exclude,Include2017,354958,3.54959E+11,556642,Not_USFS,LakePond,None,None,H16,Great Basin,H16010204,Lower Bear-Malad,,41.53075,-112.1448,Great Basin Region,H16,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,None,,N,Non Federal,1.866187792,54538163,UT,R16010204001619,NHDPlusHR,100,F49003,UT,NonTarget,Urban,Urban,Urban,13,Central Basin and Range,13g,Wetlands,-1330669.577,564924.5269,Include,NLA22_17Over,"(1,4]",UT,"UT_(1,4]",179.0978085,31.77777778,"UT_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_UT-10036,NLA_UT-10367,WMTNS,West,WMT,Western Mountains,"(4,10]",4.775365643,Not_Border,Utah,10326565,Lake/Pond: Hydrographic Category = Perennial,2907,Region_08,Target_Inacc,39004,Federal,127,Exclude,Exclude,Include2017,355360,355360,557757,West,LakePond,1432463,Silver Lake,H16,Great Basin,H16020201,Utah Lake,NATURAL,40.52165,-111.6722,Great Basin Region,H16,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,Silver Lake,,N,USFS,0.836584902,83635557,UT,R16020201000826,NHDPlusHR,100,F49049,UT,Target,Non-Urban,Non-Urban,Non-Urban,19,Wasatch and Uinta Mountains,19d,Wasatch Montane Zone,-1310625.557,446947.2947,Include,NLA22_17Over,"(4,10]",UT,"UT_(1,4]",140.3253074,11.51219512,"UT_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_UT-10037,NLA_UT-10368,WMTNS,West,WMT,Western Mountains,"(1,4]",1.324194619,Not_Border,Summit,35210312,Lake/Pond: Hydrographic Category = Perennial,3313,Region_08,Target_Inacc,39004,Federal,130,Excluded,Excluded,Include2017,582261,582261,549119,West,LakePond,None,None,H14,Upper Colorado,H14040107,Blacks Fork,NATURAL,40.86083,-110.4193,Upper Colorado Region,H14,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,None,,N,USFS,0.553143002,35210312,UT,R14040107010429,NHDPlusHR,100,F49043,UT,Target,Non-Urban,Non-Urban,Non-Urban,19,Wasatch and Uinta Mountains,19b,Uinta Subalpine Forests,-1200947.623,467904.9264,Include,NLA22_17Over,"(1,4]",UT,"UT_(1,4]",451.0786524,31.77777778,"UT_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_UT-10038,NLA_UT-10369,WMTNS,West,XER,Xeric,"(1,4]",1.192065933,Not_Border,Grand,80063665,Lake/Pond: Hydrographic Category = Perennial,1493,Region_08,Not_Lake,39004,Federal,130,Excluded,Excluded,Include2017,475159,475159,548250,Not_USFS,LakePond,None,None,H14,Upper Colorado,H14030001,Westwater Canyon,,39.1252,-109.3431,Upper Colorado Region,H14,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,None,,N,BLM,0.447665364,80063665,UT,R14030001003274,NHDPlusHR,100,F49019,UT,NonTarget,Non-Urban,Non-Urban,Non-Urban,20,Colorado Plateaus,20b,Shale Deserts and Sedimentary Basins,-1139141.42,262258.3973,Include,NLA22_17Over,"(1,4]",UT,"UT_(1,4]",399.0209334,31.77777778,"UT_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_UT-10039,NLA_UT-10370,WMTNS,West,XER,Xeric,"(1,4]",1.213693,Not_Border,Garfield,18264231,Lake/Pond: Hydrographic Category = Perennial,1819,Region_08,Lake_SpecialPurpose,39004,Non-Federal,130,Exclude,Exclude,Include2017,351057,351057,668965,Not_USFS,LakePond,None,None,H14,Upper Colorado,H14070007,Paria,,37.55491,-112.0178,Upper Colorado Region,H14,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,None,,N,Non Federal,0.409402989,,UT,R14070007000632,NLA2012Frame Only,100,F49017,UT,NonTarget,Non-Urban,Non-Urban,Non-Urban,20,Colorado Plateaus,20c,Semiarid Benchlands and Canyonlands,-1395030.089,123998.7559,Excluded,NLA22_17Over,"(1,4]",UT,"UT_(1,4]",179.0978085,31.77777778,"UT_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_UT-10040,NLA_UT-10371,WMTNS,West,XER,Xeric,"(1,4]",1.230088525,Not_Border,Davis,47431936,Lake/Pond: Hydrographic Category = Perennial,1288,Region_08,Lake_SpecialPurpose,39004,Non-Federal,127,Excluded,Excluded,Include2017,496617,496617,558721,Not_USFS,LakePond,None,None,H16,Great Basin,H16020102,Lower Weber,,40.91079,-111.9222,Great Basin Region,H16,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,None,,N,Non Federal,0.491889444,47431936,UT,R16020102006884,NHDPlusHR,100,F49011,UT,NonTarget,Urban,Urban,Urban,13,Central Basin and Range,13a,Salt Deserts,-1324070.051,493395.0158,Include,NLA22_17Over,"(1,4]",UT,"UT_(1,4]",399.0209334,31.77777778,"UT_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_UT-10041,NLA_UT-10372,WMTNS,West,WMT,Western Mountains,"(1,4]",3.121066948,Not_Border,Summit,10091772,Lake/Pond: Hydrographic Category = Perennial,2597,Region_08,Target_Denied,39004,Non-Federal,127,Exclude,Exclude,Include2017,355472,355472,558544,Not_USFS,LakePond,1434858,Sargent Number One Reservoir,H16,Great Basin,H16020101,Upper Weber,,40.82575,-111.283,Great Basin Region,H16,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,Sargent Number One Reservoir,,N,Non Federal,0.785976634,72128887,UT,R16020101000869,NHDPlusHR,100,F49043,UT,Target,Non-Urban,Non-Urban,Non-Urban,19,Wasatch and Uinta Mountains,19c,Mid-Elevation Uinta Mountains,-1272908.648,475266.0068,Include,NLA22_17Over,"(1,4]",UT,"UT_(1,4]",226.3847354,31.77777778,"UT_(1,4]",0,0,,NLA,,,,,,
8/13/2024,2021747,NLA22_UT-10043,NLA_UT-10373,WMTNS,West,WMT,Western Mountains,>50,1044.71172,Not_Border,Sevier,4899761,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,2802,Region_08,Target_Sampled,39009,Non-Federal,130,Exclude,Exclude,Include2017,351131,351131,551757,Not_USFS,LakePond,1441083,Fish Lake,H14,Upper Colorado,H14070003,Fremont,NATURAL,38.54808,-111.7097,Upper Colorado Region,H14,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,FISH LAKE,,N,Non Federal,23.24296189,79206951,UT,R14070003000749,NHDPlusHR,100,F49041,UT,Target,Non-Urban,Non-Urban,Non-Urban,19,Wasatch and Uinta Mountains,19e,High Plateaus,-1350126.428,229318.1702,Include,NLA22_17Over,>50,UT,UT_>50,329.7222027,15.27272727,UT_>50,30.54545455,0,,NLA,9/14/2022,YES,1,38.53872,-111.71024,33.3
8/13/2024,0,NLA22_UT-10044,NLA_UT-10374,WMTNS,West,XER,Xeric,"(4,10]",4.417077021,Not_Border,Cache,40843579,Lake/Pond: Hydrographic Category = Perennial,1348,Region_08,Not_Lake,39004,Non-Federal,127,Excluded,Excluded,Include2017,399089,399089,557189,Not_USFS,LakePond,None,None,H16,Great Basin,H16010202,Middle Bear,NATURAL,41.79988,-111.9306,Great Basin Region,H16,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,None,,N,Non Federal,2.697859447,40843579,UT,R16010202004162,NHDPlusHR,100,F49005,UT,NonTarget,Urban,Urban,Urban,13,Central Basin and Range,13g,Wetlands,-1308156.903,591639.5507,Include,NLA22_17Over,"(4,10]",UT,"UT_(1,4]",197.2927171,11.51219512,"UT_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_UT-10045,NLA_UT-10375,WMTNS,West,WMT,Western Mountains,"(20,50]",22.69044627,Not_Border,Summit,10093476,Lake/Pond: Hydrographic Category = Perennial,2994,Region_08,Target_Inacc,39004,Federal,127,Exclude,Exclude,Include2017,355494,355494,558348,West,LakePond,1441086,Fish Lake,H16,Great Basin,H16020101,Upper Weber,NATURAL,40.7603,-110.9399,Great Basin Region,H16,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,Fish Lake,,N,USFS,3.296289574,72155379,UT,R16020101006521,NHDPlusHR,100,F49043,UT,Target,Non-Urban,Non-Urban,Non-Urban,19,Wasatch and Uinta Mountains,19a,Alpine Zone,-1245718.239,463482.0644,Include,NLA22_17Over,"(10,20]",UT,"UT_(10,20]",118.4835746,6.851851852,"UT_(10,20]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_UT-10046,NLA_UT-10376,WMTNS,West,WMT,Western Mountains,"(4,10]",7.767168717,Not_Border,Duchesne,11974891,Lake/Pond: Hydrographic Category = Perennial,3318,Region_08,Non_Target,39004,Federal,130,Exclude,Exclude,Include2017,350608,350608,550902,West,LakePond,1443024,Lower Rock Lake,H14,Upper Colorado,H14060003,Duchesne,NATURAL,40.68607,-110.0779,Upper Colorado Region,H14,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,Lower Rock Lake,,N,USFS,1.219648942,58227008,UT,R14060003004578,NHDPlusHR,100,F49013,UT,NonTarget,Non-Urban,Non-Urban,Non-Urban,19,Wasatch and Uinta Mountains,19b,Uinta Subalpine Forests,-1175612.854,444283.6526,Include,NLA22_17Over,"(4,10]",UT,"UT_(1,4]",140.3253074,11.51219512,"UT_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_UT-10047,NLA_UT-10377,WMTNS,West,XER,Xeric,"(1,4]",1.196145312,Not_Border,Box Elder,10271944,Lake/Pond: Hydrographic Category = Perennial,1281,Region_08,Not_Lake,39004,Federal,127,Exclude,Exclude,Include2017,355880,355880,556931,Not_USFS,LakePond,None,None,H16,Great Basin,H16010204,Lower Bear-Malad,,41.4797,-112.2787,Great Basin Region,H16,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,None,,N,FWS,0.526646031,54562013,UT,R16010204004670,NHDPlusHR,100,F49003,UT,NonTarget,Urban,Urban,Urban,13,Central Basin and Range,13g,Wetlands,-1342571.978,561177.0901,Include,NLA22_17Over,"(1,4]",UT,"UT_(1,4]",179.0978085,31.77777778,"UT_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_UT-10048,NLA_UT-10378,WMTNS,West,XER,Xeric,"(1,4]",2.180839,Not_Border,Salt Lake,47440702,Lake/Pond: Hydrographic Category = Perennial,1329,Region_08,Not_Lake,39004,Non-Federal,127,Excluded,Excluded,Include2017,527635,527635,687470,Not_USFS,LakePond,None,None,H16,Great Basin,H16020204,Jordan,,40.64406,-111.8749,Great Basin Region,H16,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,None,,N,Non Federal,0.573161862,,UT,R16020204002472,NHD High Res Lake Snapshot Only,100,F49035,UT,NonTarget,Non-Urban,Non-Urban,Non-Urban,13,Central Basin and Range,13f,Moist Wasatch Front Footslopes,-1325140.162,463280.8297,Excluded,NLA22_17Over,"(1,4]",UT,"UT_(1,4]",399.0209334,31.77777778,"UT_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_UT-10049,NLA_UT-10379,WMTNS,West,WMT,Western Mountains,"(1,4]",1.158220057,Not_Border,Duchesne,58227268,Lake/Pond: Hydrographic Category = Perennial,3200,Region_08,Non_Target,39004,Federal,130,Excluded,Excluded,Include2017,489419,489419,550871,West,LakePond,None,None,H14,Upper Colorado,H14060003,Duchesne,NATURAL,40.61486,-110.5927,Upper Colorado Region,H14,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,None,,N,USFS,0.484763486,58227268,UT,R14060003012513,NHDPlusHR,100,F49013,UT,NonTarget,Non-Urban,Non-Urban,Non-Urban,19,Wasatch and Uinta Mountains,19b,Uinta Subalpine Forests,-1219490.132,442885.6364,Include,NLA22_17Over,"(1,4]",UT,"UT_(1,4]",451.0786524,31.77777778,"UT_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_UT-10050,NLA_UT-10380,WMTNS,West,XER,Xeric,"(1,4]",1.095312789,Not_Border,Cache,4562778,Lake/Pond: Hydrographic Category = Perennial,1355,Region_08,Not_Lake,39004,Non-Federal,127,Exclude,Exclude,Include2017,354696,354696,556726,Not_USFS,LakePond,None,None,H16,Great Basin,H16010202,Middle Bear,,41.93211,-111.9212,Great Basin Region,H16,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,None,,N,Non Federal,0.716751641,40852333,UT,R16010202001439,NHDPlusHR,100,F49005,UT,NonTarget,Non-Urban,Non-Urban,Non-Urban,13,Central Basin and Range,13i,Malad and Cache Valleys,-1304925.369,606096.9184,Include,NLA22_17Over,"(1,4]",UT,"UT_(1,4]",179.0978085,31.77777778,"UT_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_UT-10052,NLA_UT-10381,WMTNS,West,XER,Xeric,"(10,20]",17.52842333,Not_Border,Salt Lake,10387880,Lake/Pond: Hydrographic Category = Perennial,1322,Region_08,Target_Denied,39004,Non-Federal,127,Excluded,Exclude,Include2017,355534,355534,557411,Not_USFS,LakePond,None,None,H16,Great Basin,H16020204,Jordan,,40.73645,-112.1923,Great Basin Region,H16,Not Mississippi River Basin,NMRB,NOT_MISSISSIPPI_BASIN,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,None,,N,Non Federal,3.849834707,47432928,UT,R16020204000818,NHDPlusHR,100,F49035,UT,Target,Urban,Urban,Urban,13,Central Basin and Range,13a,Salt Deserts,-1349625.863,477948.3475,Include,NLA22_17Over,"(10,20]",UT,"UT_(10,20]",88.62527077,6.851851852,"UT_(10,20]",0,0,,NLA,,,,,,
