PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,PSTL_CODE,MATRIX,SAM_CODE,LAB,AMMONIA_N_DATE_ANALYZED,AMMONIA_N_DILUTION_FACTOR,AMMONIA_N_HOLDING_TIME,AMMONIA_N_LAB_SAMPLE_ID,AMMONIA_N_MDL,AMMONIA_N_NARS_FLAG,AMMONIA_N_QA_FLAG,AMMONIA_N_RESULT,AMMONIA_N_RL,AMMONIA_N_UNITS,ANC_DATE_ANALYZED,ANC_HOLDING_TIME,ANC_LAB_SAMPLE_ID,ANC_MDL,ANC_NARS_FLAG,ANC_QA_FLAG,ANC_RESULT,ANC_RL,ANC_UNITS,CALCIUM_DATE_ANALYZED,CALCIUM_DILUTION_FACTOR,CALCIUM_HOLDING_TIME,CALCIUM_LAB_SAMPLE_ID,CALCIUM_MDL,CALCIUM_NARS_FLAG,CALCIUM_QA_FLAG,CALCIUM_RESULT,CALCIUM_RL,CALCIUM_UNITS,CHLA_DATE_ANALYZED,CHLA_DILUTION_FACTOR,CHLA_EXTRACT,CHLA_EXTRACT_UNITS,CHLA_HOLDING_TIME,CHLA_LAB_SAMPLE_ID,CHLA_MDL,CHLA_NARS_FLAG,CHLA_QA_FLAG,CHLA_RESULT,CHLA_RESULT_UNITS,CHLA_RL,CHLA_SAMPLE_ID,CHLA_VOLUME_ADJUST,CHLA_VOLUME_FILTERED,CHLORIDE_DATE_ANALYZED,CHLORIDE_DILUTION_FACTOR,CHLORIDE_HOLDING_TIME,CHLORIDE_LAB_SAMPLE_ID,CHLORIDE_MDL,CHLORIDE_NARS_FLAG,CHLORIDE_QA_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,CHLORIDE_UNITS,COLOR_DATE_ANALYZED,COLOR_HOLDING_TIME,COLOR_LAB_SAMPLE_ID,COLOR_NARS_FLAG,COLOR_QA_FLAG,COLOR_RESULT,COLOR_UNITS,COND_DATE_ANALYZED,COND_HOLDING_TIME,COND_LAB_SAMPLE_ID,COND_MDL,COND_NARS_FLAG,COND_QA_FLAG,COND_RESULT,COND_RL,COND_UNITS,DOC_DATE_ANALYZED,DOC_DILUTION_FACTOR,DOC_HOLDING_TIME,DOC_LAB_SAMPLE_ID,DOC_MDL,DOC_NARS_FLAG,DOC_QA_FLAG,DOC_RESULT,DOC_RL,DOC_UNITS,MAGNESIUM_DATE_ANALYZED,MAGNESIUM_DILUTION_FACTOR,MAGNESIUM_HOLDING_TIME,MAGNESIUM_LAB_SAMPLE_ID,MAGNESIUM_MDL,MAGNESIUM_NARS_FLAG,MAGNESIUM_QA_FLAG,MAGNESIUM_RESULT,MAGNESIUM_RL,MAGNESIUM_UNITS,NITRATE_N_DATE_ANALYZED,NITRATE_N_DILUTION_FACTOR,NITRATE_N_HOLDING_TIME,NITRATE_N_LAB_SAMPLE_ID,NITRATE_N_MDL,NITRATE_N_NARS_FLAG,NITRATE_N_QA_FLAG,NITRATE_N_RESULT,NITRATE_N_RL,NITRATE_N_UNITS,NITRATE_NITRITE_N_DATE_ANALYZED,NITRATE_NITRITE_N_HOLDING_TIME,NITRATE_NITRITE_N_LAB_SAMPLE_ID,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_NARS_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRATE_NITRITE_N_UNITS,NITRITE_N_DATE_ANALYZED,NITRITE_N_DILUTION_FACTOR,NITRITE_N_HOLDING_TIME,NITRITE_N_LAB_SAMPLE_ID,NITRITE_N_MDL,NITRITE_N_NARS_FLAG,NITRITE_N_QA_FLAG,NITRITE_N_RESULT,NITRITE_N_RL,NITRITE_N_UNITS,NTL_DATE_ANALYZED,NTL_DISS_DATE_ANALYZED,NTL_DISS_HOLDING_TIME,NTL_DISS_LAB_SAMPLE_ID,NTL_DISS_MDL,NTL_DISS_NARS_FLAG,NTL_DISS_QA_FLAG,NTL_DISS_RESULT,NTL_DISS_RL,NTL_DISS_UNITS,NTL_HOLDING_TIME,NTL_LAB_SAMPLE_ID,NTL_MDL,NTL_NARS_FLAG,NTL_QA_FLAG,NTL_RESULT,NTL_RL,NTL_UNITS,PH_DATE_ANALYZED,PH_HOLDING_TIME,PH_LAB_SAMPLE_ID,PH_NARS_FLAG,PH_QA_FLAG,PH_RESULT,PH_UNITS,POTASSIUM_DATE_ANALYZED,POTASSIUM_DILUTION_FACTOR,POTASSIUM_HOLDING_TIME,POTASSIUM_LAB_SAMPLE_ID,POTASSIUM_MDL,POTASSIUM_NARS_FLAG,POTASSIUM_QA_FLAG,POTASSIUM_RESULT,POTASSIUM_RL,POTASSIUM_UNITS,PTL_DATE_ANALYZED,PTL_DISS_DATE_ANALYZED,PTL_DISS_HOLDING_TIME,PTL_DISS_LAB_SAMPLE_ID,PTL_DISS_MDL,PTL_DISS_NARS_COMMENT,PTL_DISS_NARS_FLAG,PTL_DISS_QA_FLAG,PTL_DISS_RESULT,PTL_DISS_RL,PTL_DISS_UNITS,PTL_HOLDING_TIME,PTL_LAB_SAMPLE_ID,PTL_MDL,PTL_NARS_FLAG,PTL_QA_FLAG,PTL_RESULT,PTL_RL,PTL_UNITS,SILICA_DATE_ANALYZED,SILICA_HOLDING_TIME,SILICA_LAB_SAMPLE_ID,SILICA_MDL,SILICA_NARS_FLAG,SILICA_QA_FLAG,SILICA_RESULT,SILICA_RL,SILICA_UNITS,SODIUM_DATE_ANALYZED,SODIUM_DILUTION_FACTOR,SODIUM_HOLDING_TIME,SODIUM_LAB_SAMPLE_ID,SODIUM_MDL,SODIUM_NARS_FLAG,SODIUM_QA_FLAG,SODIUM_RESULT,SODIUM_RL,SODIUM_UNITS,SULFATE_DATE_ANALYZED,SULFATE_DILUTION_FACTOR,SULFATE_HOLDING_TIME,SULFATE_LAB_SAMPLE_ID,SULFATE_MDL,SULFATE_NARS_FLAG,SULFATE_QA_FLAG,SULFATE_RESULT,SULFATE_RL,SULFATE_UNITS,TURB_DATE_ANALYZED,TURB_HOLDING_TIME,TURB_LAB_SAMPLE_ID,TURB_MDL,TURB_NARS_FLAG,TURB_QA_FLAG,TURB_RESULT,TURB_RL,TURB_UNITS,UNIQUE_ID
8/13/2024,2020262,NLA22_NM-10015,5/24/2022,1,NM,WATER,REGULAR,WRS,6/13/2022,1,20,2210011,0.0005,,,0.01,0.004,mg N/L,5/27/2022,3,2210011,,,,1510,,UEQ/L,11/7/2022,1,167,2210011,0.011,,,31,0.05,mg/L,6/1/2022,,41.1,ug/L,8,2210011,0.18,,,1.64,ug/L,1,216741,,1000,5/25/2022,1,1,2210011,0.004,,,3.06,0.06,mg/L,5/27/2022,3,2210011,,,15,APHA PT-CO,5/27/2022,3,2210011,1,,,253,2,uS/cm AT 25 C,5/31/2022,1,7,2210011,0.024,,,2.9,0.2,mg/L,11/7/2022,1,167,2210011,0.003,,,5.15,0.02,mg/L,5/25/2022,1,1,2210011,0.0006,,,0.0351,0.02,mg N/L,,,,,,,,,5/25/2022,1,1,2210011,0.0006,,EST,0.018,0.02,mg N/L,6/8/2022,6/8/2022,15,2210011,0.002,,,0.194,0.02,mg/L,15,2210011,0.002,,,0.199,0.02,mg/L,5/27/2022,3,2210011,,,8,Std. Units,11/7/2022,1,167,2210011,0.018,,,2.04,0.1,mg/L,6/8/2022,6/8/2022,15,2210011,0.48,,,,10.3,4,ug/L,15,2210011,0.48,,,17,4,ug/L,5/27/2022,3,2210011,0.0012,,,11.5,0.01,mg/L,11/7/2022,1,167,2210011,0.009,,,13.8,0.1,mg/L,5/25/2022,1,1,2210011,0.002,,,39.5,0.18,mg/L,5/27/2022,3,2210011,,,,2.71,2,NTU,NLA_NM-10094
8/13/2024,2020269,NLA22_NJ-10023,6/8/2022,1,NJ,WATER,REGULAR,WRS,6/13/2022,1,5,2210065,0.0005,,,0.035,0.004,mg N/L,6/9/2022,1,2210065,,,,1100,,UEQ/L,11/7/2022,1,152,2210065,0.011,,,24,0.05,mg/L,6/15/2022,,83.6,ug/L,7,2210065,0.18,,,6.69,ug/L,1,201101,,500,6/11/2022,2,3,2210065,0.004,,,115,0.06,mg/L,6/9/2022,1,2210065,,,50,APHA PT-CO,6/9/2022,1,2210065,1,,,537,2,uS/cm AT 25 C,6/15/2022,1,7,2210065,0.024,,,4.09,0.2,mg/L,11/7/2022,1,152,2210065,0.003,,,6.81,0.02,mg/L,6/11/2022,2,3,2210065,0.0006,,EST,0.0068,0.02,mg N/L,,,,,,,,,6/11/2022,2,3,2210065,0.0006,ND,MDL,,0.02,mg N/L,6/16/2022,6/16/2022,8,2210065,0.002,,,0.37,0.02,mg/L,8,2210065,0.002,,,0.466,0.02,mg/L,6/9/2022,1,2210065,,,8.13,Std. Units,11/7/2022,1,152,2210065,0.018,,,1.38,0.1,mg/L,6/16/2022,6/16/2022,8,2210065,0.48,,,,19,4,ug/L,8,2210065,0.48,,,32.4,4,ug/L,6/10/2022,2,2210065,0.0012,,,5.95,0.01,mg/L,11/7/2022,1,152,2210065,0.009,,,65,0.1,mg/L,6/11/2022,2,3,2210065,0.002,,,7.24,0.18,mg/L,6/9/2022,1,2210065,,,LRL,1.73,2,NTU,NLA_NJ-10043
8/13/2024,2020270,NLA22_NJ-10003,6/7/2022,1,NJ,WATER,REGULAR,WRS,6/13/2022,10,6,2210048,0.0005,,,1.12,0.004,mg N/L,6/8/2022,1,2210048,,,,654,,UEQ/L,11/7/2022,1,153,2210048,0.011,,,10.4,0.05,mg/L,6/15/2022,,200,ug/L,8,2210048,0.18,,,80,ug/L,1,201081,,100,6/9/2022,1,2,2210048,0.004,,,33.3,0.06,mg/L,6/8/2022,1,2210048,,,45,APHA PT-CO,6/8/2022,1,2210048,1,,,205,2,uS/cm AT 25 C,6/14/2022,1,7,2210048,0.024,,,9.45,0.2,mg/L,11/7/2022,1,153,2210048,0.003,,,1.89,0.02,mg/L,6/9/2022,1,2,2210048,0.0006,,EST,0.0154,0.02,mg N/L,,,,,,,,,6/9/2022,1,2,2210048,0.0006,ND,MDL,,0.02,mg N/L,6/22/2022,6/16/2022,9,2210048,0.002,,,2.16,0.02,mg/L,15,2210048,0.002,,,3.67,0.02,mg/L,6/8/2022,1,2210048,,,7.62,Std. Units,11/7/2022,1,153,2210048,0.018,,,2.1,0.1,mg/L,6/16/2022,6/16/2022,9,2210048,0.48,,,,56.2,4,ug/L,9,2210048,0.48,,,371,4,ug/L,6/10/2022,3,2210048,0.0012,,,3.34,0.01,mg/L,11/7/2022,1,153,2210048,0.009,,,21,0.1,mg/L,6/9/2022,1,2,2210048,0.002,,,2.36,0.18,mg/L,6/8/2022,1,2210048,,,,26.4,2,NTU,NLA_NJ-10023
8/13/2024,2020277,NLA22_NM-10013,5/25/2022,1,NM,WATER,REGULAR,WRS,6/13/2022,1,19,2210012,0.0005,,,0.022,0.004,mg N/L,5/27/2022,2,2210012,,,,2750,,UEQ/L,11/7/2022,1,166,2210012,0.011,,,63.2,0.05,mg/L,6/1/2022,,32.3,ug/L,7,2210012,0.18,,,2.58,ug/L,1,209201,,500,6/1/2022,5,7,2210012,0.004,,,9.54,0.06,mg/L,5/27/2022,2,2210012,,,30,APHA PT-CO,5/27/2022,2,2210012,1,,,774,2,uS/cm AT 25 C,5/31/2022,1,6,2210012,0.024,,,9.56,0.2,mg/L,11/7/2022,1,166,2210012,0.003,,,27,0.02,mg/L,6/1/2022,5,7,2210012,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,6/1/2022,5,7,2210012,0.0006,ND,MDL,,0.02,mg N/L,6/8/2022,6/8/2022,14,2210012,0.002,,,0.674,0.02,mg/L,14,2210012,0.002,,,0.706,0.02,mg/L,5/27/2022,2,2210012,,,8.58,Std. Units,11/7/2022,1,166,2210012,0.018,,,5.21,0.1,mg/L,6/8/2022,6/8/2022,14,2210012,0.48,,,,38,4,ug/L,14,2210012,0.48,,,59,4,ug/L,5/27/2022,2,2210012,0.0012,,,4.66,0.01,mg/L,11/7/2022,1,166,2210012,0.009,,,63.8,0.1,mg/L,6/1/2022,5,7,2210012,0.002,,,238,0.18,mg/L,5/27/2022,2,2210012,,,,3.03,2,NTU,NLA_NM-10024
8/13/2024,2020280,NLA22_NJ-10009,6/1/2022,1,NJ,WATER,REGULAR,WRS,6/13/2022,1,12,2210017,0.0005,,,0.01,0.004,mg N/L,6/2/2022,1,2210017,,,,394,,UEQ/L,11/7/2022,1,159,2210017,0.011,,,10.3,0.05,mg/L,6/6/2022,,147,ug/L,5,2210017,0.18,,,23.5,ug/L,1,201141,,250,6/8/2022,1,7,2210017,0.004,,,55.8,0.06,mg/L,6/2/2022,1,2210017,,,30,APHA PT-CO,6/2/2022,1,2210017,1,,,286,2,uS/cm AT 25 C,6/7/2022,1,6,2210017,0.024,,,6.36,0.2,mg/L,11/7/2022,1,159,2210017,0.003,,,2.83,0.02,mg/L,6/8/2022,1,7,2210017,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,6/8/2022,1,7,2210017,0.0006,ND,MDL,,0.02,mg N/L,6/16/2022,6/8/2022,7,2210017,0.002,,,0.409,0.02,mg/L,15,2210017,0.002,,,0.746,0.02,mg/L,6/2/2022,1,2210017,,,7.4,Std. Units,11/7/2022,1,159,2210017,0.018,,,3.29,0.1,mg/L,6/16/2022,6/8/2022,7,2210017,0.48,,,,16,4,ug/L,15,2210017,0.48,,,84.3,4,ug/L,6/3/2022,2,2210017,0.0012,,,2.23,0.01,mg/L,11/7/2022,1,159,2210017,0.009,,,36.1,0.1,mg/L,6/8/2022,1,7,2210017,0.002,,,13.2,0.18,mg/L,6/3/2022,2,2210017,,,,6.87,2,NTU,NLA_NJ-10025
8/13/2024,2020281,NLA22_NJ-10022,7/6/2022,1,NJ,WATER,REGULAR,WRS,7/18/2022,50,12,2210379,0.0005,,,6.9,0.004,mg N/L,7/7/2022,1,2210379,,,,3740,,UEQ/L,12/13/2022,1,160,2210379,0.011,,,41.3,0.05,mg/L,7/13/2022,,234,ug/L,7,2210379,0.18,,,37.4,ug/L,1,201061,,250,7/14/2022,2,8,2210379,0.004,,,18.8,0.06,mg/L,7/7/2022,1,2210379,,,10,APHA PT-CO,7/7/2022,1,2210379,1,,,454,2,uS/cm AT 25 C,7/13/2022,1,7,2210379,0.024,,,9.61,0.2,mg/L,12/13/2022,1,160,2210379,0.003,,,16.1,0.02,mg/L,7/12/2022,2,6,2210379,0.0006,,,0.495,0.02,mg N/L,,,,,,,,,7/12/2022,2,6,2210379,0.0006,,,0.1,0.02,mg N/L,7/26/2022,7/26/2022,20,2210379,0.002,,,8.48,0.02,mg/L,20,2210379,0.002,,,8.9,0.02,mg/L,7/7/2022,1,2210379,,,8.58,Std. Units,12/13/2022,1,160,2210379,0.018,,,20,0.1,mg/L,7/21/2022,7/20/2022,14,2210379,0.48,,,,15.2,4,ug/L,15,2210379,0.48,,,49.9,4,ug/L,7/12/2022,6,2210379,0.0012,,,1.97,0.01,mg/L,12/13/2022,1,160,2210379,0.009,,,20.1,0.1,mg/L,7/14/2022,2,8,2210379,0.002,,,7.41,0.18,mg/L,7/7/2022,1,2210379,,,,13.9,2,NTU,NLA_NJ-10042
8/13/2024,2020283,NLA22_PA-10002,6/1/2022,1,PA,WATER,REGULAR,WRS,6/13/2022,1,12,2210015,0.0005,,,0.051,0.004,mg N/L,6/2/2022,1,2210015,,,,949,,UEQ/L,11/7/2022,1,159,2210015,0.011,,,14.2,0.05,mg/L,6/6/2022,,90.1,ug/L,5,2210015,0.18,,,9.01,ug/L,1,216781,,400,6/8/2022,1,7,2210015,0.004,,,12.4,0.06,mg/L,6/2/2022,1,2210015,,,22,APHA PT-CO,6/2/2022,1,2210015,1,,,167,2,uS/cm AT 25 C,6/7/2022,1,6,2210015,0.024,,,5.29,0.2,mg/L,11/7/2022,1,159,2210015,0.003,,,6.21,0.02,mg/L,6/8/2022,1,7,2210015,0.0006,,,0.462,0.02,mg N/L,,,,,,,,,6/8/2022,1,7,2210015,0.0006,,EST,0.006,0.02,mg N/L,6/8/2022,6/8/2022,7,2210015,0.002,,,0.985,0.02,mg/L,7,2210015,0.002,,,1.13,0.02,mg/L,6/2/2022,1,2210015,,,8,Std. Units,11/7/2022,1,159,2210015,0.018,,,2.73,0.1,mg/L,6/8/2022,6/8/2022,7,2210015,0.48,,,,14.5,4,ug/L,7,2210015,0.48,,,34.2,4,ug/L,6/3/2022,2,2210015,0.0012,,,3.57,0.01,mg/L,11/7/2022,1,159,2210015,0.009,,,6.8,0.1,mg/L,6/8/2022,1,7,2210015,0.002,,,8.16,0.18,mg/L,6/3/2022,2,2210015,,,,3.83,2,NTU,NLA_PA-10043
8/13/2024,2020284,NLA22_NJ-10001,7/12/2022,1,NJ,WATER,REGULAR,WRS,7/18/2022,1,6,2210439,0.0005,,,0.005,0.004,mg N/L,7/21/2022,9,2210439,,,H,25.9,,UEQ/L,12/18/2022,1,159,2210439,0.011,,,1.09,0.05,mg/L,7/19/2022,,38.8,ug/L,7,2210439,0.18,,,6.21,ug/L,1,201161,,250,7/16/2022,1,4,2210439,0.004,,,0.793,0.06,mg/L,7/13/2022,1,2210439,,,15,APHA PT-CO,7/13/2022,1,2210439,1,,,17.6,2,uS/cm AT 25 C,7/22/2022,1,10,2210439,0.024,,,2.82,0.2,mg/L,12/18/2022,1,159,2210439,0.003,,,0.57,0.02,mg/L,7/16/2022,1,4,2210439,0.0006,,EST,0.002,0.02,mg N/L,,,,,,,,,7/16/2022,1,4,2210439,0.0006,ND,MDL,,0.02,mg N/L,7/28/2022,7/27/2022,15,2210439,0.002,,,0.126,0.02,mg/L,16,2210439,0.002,,,0.285,0.02,mg/L,7/13/2022,1,2210439,,,6.17,Std. Units,12/18/2022,1,159,2210439,0.018,,,0.26,0.1,mg/L,7/28/2022,7/27/2022,15,2210439,0.48,,,EST,2.3,4,ug/L,16,2210439,0.48,,,12.7,4,ug/L,7/15/2022,3,2210439,0.0012,,,0.688,0.01,mg/L,12/18/2022,1,159,2210439,0.009,,,0.57,0.1,mg/L,7/16/2022,1,4,2210439,0.002,,,4.05,0.18,mg/L,7/13/2022,1,2210439,,,LRL,1.07,2,NTU,NLA_NJ-10021
8/13/2024,2020285,NLA22_MI-10126,6/1/2022,1,MI,WATER,REGULAR,WRS,6/13/2022,1,12,2210026,0.0005,,,0.022,0.004,mg N/L,6/4/2022,3,2210026,,,,4770,,UEQ/L,11/7/2022,1,159,2210026,0.011,,,78.1,0.05,mg/L,6/6/2022,,95.3,ug/L,5,2210026,0.18,,,15.2,ug/L,1,200861,,250,6/8/2022,2,7,2210026,0.004,,,42.6,0.06,mg/L,6/3/2022,2,2210026,,,70,APHA PT-CO,6/4/2022,3,2210026,1,,,599,2,uS/cm AT 25 C,6/7/2022,1,6,2210026,0.024,,,14.3,0.2,mg/L,11/7/2022,1,159,2210026,0.003,,,21.5,0.02,mg/L,6/8/2022,2,7,2210026,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,6/8/2022,2,7,2210026,0.0006,ND,MDL,,0.02,mg N/L,6/8/2022,6/8/2022,7,2210026,0.002,,,0.796,0.02,mg/L,7,2210026,0.002,,,0.876,0.02,mg/L,6/4/2022,3,2210026,,,7.99,Std. Units,11/7/2022,1,159,2210026,0.018,,,3.54,0.1,mg/L,6/8/2022,6/8/2022,7,2210026,0.48,,,,25.2,4,ug/L,7,2210026,0.48,,,68.8,4,ug/L,6/3/2022,2,2210026,0.0012,,,6.21,0.01,mg/L,11/7/2022,1,159,2210026,0.009,,,16,0.1,mg/L,6/8/2022,2,7,2210026,0.002,,,1.85,0.18,mg/L,6/3/2022,2,2210026,,,,4.54,2,NTU,NLA_MI-10272
8/13/2024,2020286,NLA22_ND-10002,6/1/2022,1,ND,WATER,REGULAR,WRS,6/13/2022,1,12,2210014,0.0005,,,0.012,0.004,mg N/L,6/2/2022,1,2210014,,,,8080,,UEQ/L,11/7/2022,1,159,2210014,0.011,,,29.7,0.05,mg/L,6/6/2022,,60.4,ug/L,5,2210014,0.18,,,24.2,ug/L,1,200661,,100,6/8/2022,5,7,2210014,0.004,,,12.4,0.06,mg/L,6/2/2022,1,2210014,,,25,APHA PT-CO,6/2/2022,1,2210014,1,,,1080,2,uS/cm AT 25 C,6/7/2022,1,6,2210014,0.024,,,13,0.2,mg/L,11/9/2022,10,161,2210014,0.003,,,58.6,0.02,mg/L,6/8/2022,5,7,2210014,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,6/8/2022,5,7,2210014,0.0006,ND,MDL,,0.02,mg N/L,6/8/2022,6/8/2022,7,2210014,0.002,,,0.926,0.02,mg/L,7,2210014,0.002,,,1.58,0.02,mg/L,6/2/2022,1,2210014,,,8.67,Std. Units,11/7/2022,1,159,2210014,0.018,,,14.4,0.1,mg/L,6/8/2022,6/8/2022,7,2210014,0.48,,,,18.8,4,ug/L,7,2210014,0.48,,,68.3,4,ug/L,6/3/2022,2,2210014,0.0012,,,17.4,0.01,mg/L,11/7/2022,1,159,2210014,0.009,,,120,0.1,mg/L,6/8/2022,5,7,2210014,0.002,,,164,0.18,mg/L,6/3/2022,2,2210014,,,,6.61,2,NTU,NLA_ND-10144
8/13/2024,2020287,NLA22_VA-10011,6/1/2022,1,VA,WATER,REGULAR,WRS,6/13/2022,1,12,2210016,0.0005,,,0.043,0.004,mg N/L,6/2/2022,1,2210016,,,,421,,UEQ/L,11/7/2022,1,159,2210016,0.011,,,5.7,0.05,mg/L,6/6/2022,,130,ug/L,5,2210016,0.18,,,20.8,ug/L,1,205261,,250,6/8/2022,1,7,2210016,0.004,,,17.6,0.06,mg/L,6/2/2022,1,2210016,,,25,APHA PT-CO,6/2/2022,1,2210016,1,,,113,2,uS/cm AT 25 C,6/7/2022,1,6,2210016,0.024,,,5.51,0.2,mg/L,11/7/2022,1,159,2210016,0.003,,,2.55,0.02,mg/L,6/8/2022,1,7,2210016,0.0006,,EST,0.0183,0.02,mg N/L,,,,,,,,,6/8/2022,1,7,2210016,0.0006,ND,MDL,,0.02,mg N/L,6/8/2022,6/8/2022,7,2210016,0.002,,,0.415,0.02,mg/L,7,2210016,0.002,,,0.588,0.02,mg/L,6/2/2022,1,2210016,,,7.5,Std. Units,11/7/2022,1,159,2210016,0.018,,,2.45,0.1,mg/L,6/8/2022,6/8/2022,7,2210016,0.48,,,,10.6,4,ug/L,7,2210016,0.48,,,34.3,4,ug/L,6/3/2022,2,2210016,0.0012,,,4.09,0.01,mg/L,11/7/2022,1,159,2210016,0.009,,,10.4,0.1,mg/L,6/8/2022,1,7,2210016,0.002,,,1.65,0.18,mg/L,6/3/2022,2,2210016,,,,5.61,2,NTU,NLA_VA-10084
8/13/2024,2020288,NES22-10123,6/1/2022,1,AR,WATER,REGULAR,WRS,6/13/2022,1,12,2210013,0.0005,,,0.012,0.004,mg N/L,6/2/2022,1,2210013,,,,377,,UEQ/L,11/7/2022,1,159,2210013,0.011,,,6.47,0.05,mg/L,6/6/2022,,87,ug/L,5,2210013,0.18,,,6.96,ug/L,1,210821,,500,6/8/2022,1,7,2210013,0.004,,,1.73,0.06,mg/L,6/2/2022,1,2210013,,,15,APHA PT-CO,6/2/2022,1,2210013,1,,,61.4,2,uS/cm AT 25 C,6/7/2022,1,6,2210013,0.024,,,2.72,0.2,mg/L,11/7/2022,1,159,2210013,0.003,,,1.53,0.02,mg/L,6/8/2022,1,7,2210013,0.0006,,,0.0263,0.02,mg N/L,,,,,,,,,6/8/2022,1,7,2210013,0.0006,,EST,0.005,0.02,mg N/L,6/8/2022,6/8/2022,7,2210013,0.002,,,0.231,0.02,mg/L,7,2210013,0.002,,,0.344,0.02,mg/L,6/2/2022,1,2210013,,,7.56,Std. Units,11/7/2022,1,159,2210013,0.018,,,0.99,0.1,mg/L,6/8/2022,6/8/2022,7,2210013,0.48,,,,8.2,4,ug/L,7,2210013,0.48,,,24.6,4,ug/L,6/3/2022,2,2210013,0.0012,,,3.87,0.01,mg/L,11/7/2022,1,159,2210013,0.009,,,2.98,0.1,mg/L,6/8/2022,1,7,2210013,0.002,,,5.53,0.18,mg/L,6/3/2022,2,2210013,,,,2.36,2,NTU,NLA_AR-10005
8/13/2024,2020289,NES22-10109,6/1/2022,1,LA,WATER,REGULAR,WRS,6/13/2022,1,12,2210018,0.0005,,,0.008,0.004,mg N/L,6/2/2022,1,2210018,,,,236,,UEQ/L,11/7/2022,1,159,2210018,0.011,,,3.99,0.05,mg/L,6/6/2022,,236,ug/L,5,2210018,0.18,,,47.2,ug/L,1,216161,,200,6/8/2022,1,7,2210018,0.004,,,9.3,0.06,mg/L,6/2/2022,1,2210018,,,40,APHA PT-CO,6/2/2022,1,2210018,1,,,75.4,2,uS/cm AT 25 C,6/7/2022,1,6,2210018,0.024,,,7.58,0.2,mg/L,11/7/2022,1,159,2210018,0.003,,,1.58,0.02,mg/L,6/8/2022,1,7,2210018,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,6/8/2022,1,7,2210018,0.0006,ND,MDL,,0.02,mg N/L,6/8/2022,6/8/2022,7,2210018,0.002,,,0.368,0.02,mg/L,7,2210018,0.002,,,0.738,0.02,mg/L,6/2/2022,1,2210018,,,8.46,Std. Units,11/7/2022,1,159,2210018,0.018,,,2.44,0.1,mg/L,6/8/2022,6/8/2022,7,2210018,0.48,,,,18.1,4,ug/L,7,2210018,0.48,,,69.1,4,ug/L,6/3/2022,2,2210018,0.0012,,,5.6,0.01,mg/L,11/7/2022,1,159,2210018,0.009,,,6.66,0.1,mg/L,6/8/2022,1,7,2210018,0.002,,,4.54,0.18,mg/L,6/3/2022,2,2210018,,,,6.98,2,NTU,NLA_LA-10066
8/13/2024,2020290,NLA22_MI-10030,6/1/2022,1,MI,WATER,REGULAR,WRS,6/13/2022,1,12,2210020,0.0005,,,0.011,0.004,mg N/L,6/3/2022,2,2210020,,,,2170,,UEQ/L,11/7/2022,1,159,2210020,0.011,,,28.9,0.05,mg/L,6/6/2022,,61.6,ug/L,5,2210020,0.18,,,3.29,ug/L,1,200801,,750,6/8/2022,1,7,2210020,0.004,,,4.15,0.06,mg/L,6/3/2022,2,2210020,,,17,APHA PT-CO,6/3/2022,2,2210020,1,,,237,2,uS/cm AT 25 C,6/7/2022,1,6,2210020,0.024,,,6.07,0.2,mg/L,11/7/2022,1,159,2210020,0.003,,,11.8,0.02,mg/L,6/8/2022,1,7,2210020,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,6/8/2022,1,7,2210020,0.0006,ND,MDL,,0.02,mg N/L,6/8/2022,6/8/2022,7,2210020,0.002,,,0.483,0.02,mg/L,7,2210020,0.002,,,0.519,0.02,mg/L,6/3/2022,2,2210020,,,8.45,Std. Units,11/7/2022,1,159,2210020,0.018,,,3.69,0.1,mg/L,6/8/2022,6/8/2022,7,2210020,0.48,,,,4.4,4,ug/L,7,2210020,0.48,,,8.7,4,ug/L,6/3/2022,2,2210020,0.0012,,,0.16,0.01,mg/L,11/7/2022,1,159,2210020,0.009,,,1.66,0.1,mg/L,6/8/2022,1,7,2210020,0.002,,,3.6,0.18,mg/L,6/3/2022,2,2210020,,,LRL,1.02,2,NTU,NLA_MI-10160
